VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2019,2019,170,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2020,2020,341,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2010,2010,396,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2011,2011,390,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2012,2012,395,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2013,2013,398,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2014,2014,390,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2015,2015,402,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2016,2016,409,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2017,2017,389,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2018,2018,379,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2019,2019,368,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2020,2020,437,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2010,2010,7517,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2011,2011,7332,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2012,2012,7578,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2013,2013,7990,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2014,2014,7642,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2015,2015,7870,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2016,2016,6768,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2017,2017,7518,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2018,2018,8950,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2019,2019,9382,,
AVDMPRVM,Preventable mortality,NBFEMEPF,Number of female deaths,PER,Peru,2020,2020,29082,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2010,2010,10606,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2011,2011,10123,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2012,2012,9878,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2013,2013,9439,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2014,2014,9273,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2015,2015,9461,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2016,2016,9001,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2017,2017,9041,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2019,2019,9232,,
AVDMPRVM,Preventable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2020,2020,10714,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2010,2010,17832,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2011,2011,17065,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2012,2012,17504,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2013,2013,18086,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2014,2014,17306,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2015,2015,15792,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2016,2016,15070,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2017,2017,17849,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2018,2018,20237,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2019,2019,20809,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,PER,Peru,2020,2020,40532,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2010,2010,104,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2011,2011,97,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2012,2012,97,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2013,2013,97,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2014,2014,89,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2015,2015,71,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2016,2016,73,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2017,2017,88,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2018,2018,91,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2019,2019,92,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),PER,Peru,2020,2020,91,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2010,2010,292,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2011,2011,289,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2012,2012,291,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2013,2013,294,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2014,2014,290,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2015,2015,298,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2016,2016,304,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2017,2017,291,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2018,2018,284,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2019,2019,276,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2020,2020,330,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2010,2010,11057,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2011,2011,10408,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2012,2012,11064,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2013,2013,10062,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2014,2014,10796,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2015,2015,10750,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2016,2016,10314,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2017,2017,10444,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2018,2018,10178,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2019,2019,10311,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBFEMEPF,Number of female deaths,BGR,Bulgaria,2020,2020,13285,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2010,2010,105391,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2011,2011,96556,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2012,2012,95365,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2013,2013,90919,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2014,2014,90506,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2015,2015,90073,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2016,2016,89821,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2017,2017,89926,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2018,2018,91905,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,ROU,Romania,2019,2019,90737,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2010,2010,146,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2011,2011,139,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2012,2012,141,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2013,2013,138,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2014,2014,131,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2015,2015,130,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2016,2016,113,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2017,2017,117,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2018,2018,136,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2019,2019,145,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),PER,Peru,2020,2020,571,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2010,2010,123,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2011,2011,121,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2012,2012,121,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2013,2013,124,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2014,2014,121,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2015,2015,124,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2016,2016,131,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2017,2017,125,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2018,2018,122,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2019,2019,121,,
AVDMTRTM,Treatable mortality,TXCMFETF,Deaths per 100 000 females (standardised rates),ARG,Argentina,2020,2020,116,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2010,2010,21424,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2011,2011,19915,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2012,2012,20279,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2013,2013,20782,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2014,2014,19941,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2015,2015,16072,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2016,2016,17329,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2017,2017,21091,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2018,2018,22933,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2019,2019,23239,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,PER,Peru,2020,2020,23927,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2010,2010,42575,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2011,2011,40612,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2012,2012,41983,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2013,2013,42972,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2014,2014,41414,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2015,2015,38055,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2016,2016,36776,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2017,2017,42052,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2018,2018,48388,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2019,2019,50286,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBPOPUPC,Number of total deaths,PER,Peru,2020,2020,115827,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2010,2010,2785,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2011,2011,2587,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2012,2012,2495,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2013,2013,2356,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2014,2014,2359,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2015,2015,2411,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2016,2016,2251,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2017,2017,2217,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2019,2019,2053,,
AVDMTRTM,Treatable mortality,NBFEMEPF,Number of female deaths,HRV,Croatia,2020,2020,2115,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2010,2010,58294,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2011,2011,58567,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2012,2012,59917,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2013,2013,61449,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2014,2014,61289,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2015,2015,63509,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2016,2016,65282,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2017,2017,63088,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2018,2018,62630,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2019,2019,61457,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,ARG,Argentina,2020,2020,74660,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2010,2010,230,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2011,2011,229,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2012,2012,232,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2013,2013,231,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2014,2014,226,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2015,2015,232,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2016,2016,229,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2017,2017,219,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2018,2018,213,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2019,2019,203,,
AVDMPRVM,Preventable mortality,TXCMHOTH,Deaths per 100 000 males (standardised rates),ARG,Argentina,2020,2020,284,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2010,2010,7707,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2011,2011,7349,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2012,2012,7343,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2013,2013,6957,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2014,2014,6763,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2015,2015,6863,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2016,2016,6645,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2017,2017,6597,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2019,2019,6745,,
AVDMPRVM,Preventable mortality,NBMALEPH,Number of male deaths,HRV,Croatia,2020,2020,7736,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2010,2010,111,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2011,2011,106,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2012,2012,107,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2013,2013,107,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2014,2014,101,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2015,2015,100,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2016,2016,86,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2017,2017,91,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2018,2018,105,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2019,2019,111,,
AVDMPRVM,Preventable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),PER,Peru,2020,2020,405,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2010,2010,142,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2011,2011,139,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2012,2012,140,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2013,2013,143,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2014,2014,141,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2015,2015,145,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2016,2016,153,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2017,2017,145,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2018,2018,142,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2019,2019,140,,
AVDMTRTM,Treatable mortality,TXCMILTX,Deaths per 100 000 population (standardised rates),ARG,Argentina,2020,2020,133,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2010,2010,6331,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2011,2011,5961,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2012,2012,5795,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2013,2013,5446,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2014,2014,5552,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2015,2015,5701,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2016,2016,5337,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2017,2017,5346,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2019,2019,5058,,
AVDMTRTM,Treatable mortality,NBPOPUPC,Number of total deaths,HRV,Croatia,2020,2020,5282,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2010,2010,20694,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2011,2011,19854,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2012,2012,20965,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2013,2013,20062,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2014,2014,20461,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2015,2015,20458,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2016,2016,19903,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2017,2017,19577,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2018,2018,19430,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2019,2019,19821,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,BGR,Bulgaria,2020,2020,24906,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2010,2010,215,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2011,2011,206,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2012,2012,195,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2013,2013,188,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2014,2014,190,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2015,2015,197,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2016,2016,182,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2017,2017,183,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2019,2019,176,,
AVDMAVOI,Avoidable mortality (preventable+treatable),TXCMFETF,Deaths per 100 000 females (standardised rates),HRV,Croatia,2020,2020,191,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,PER,Peru,2010,2010,24743,,
AVDMAVOI,Avoidable mortality (preventable+treatable),NBMALEPH,Number of male deaths,PER,Peru,2011,2011,23547,,
